p1,p2,rank,fs,w1sp,w2sp,wsp,wrp,tpw,aces,df,bpc,bps,bpo,bpw,tmw,complete,serveadv,h2h,fatigue,uncertainty,winner,tourney_id,year,p1_odd,p2_odd
Ugo Humbert,Frances Tiafoe,-40.0,-0.04797161978918785,0.006804898542947413,0.0018294600780075496,-0.005939244042817871,-0.03358618886198278,-0.01902153721457001,0.02851321193640577,0.015057020210351131,0.050259839091514935,0.07230922277392415,-0.08332831708903282,-0.006447057383634103,-0.30208333333333337,-0.024,-0.03952543290480065,0.0,0.0638,0.05735123548325525,0,17.0,2020,1.8,2.0
Reilly Opelka,Soon Woo Kwon,-28.0,0.05453491949273204,0.06923863229449156,-0.06367737996770251,0.03010980454601675,-0.06869350740462865,-0.015115086046880888,0.8444548588666236,0.04415104503339806,-0.1521881060116354,-0.2109523809523809,-0.04444516268045695,-0.20595238095238105,0.0,-0.0359,-0.0385837028586119,0.0,-0.0185,0.4595588235294117,0,17.0,2020,1.61,2.3
Milos Raonic,Steve Johnson,-39.0,0.03752943550563737,0.07880986111567923,0.04446137325110566,0.07283117928869443,0.010394338385737556,0.03319369724185184,0.5541750966966172,0.07964484037990205,-0.18575311964229144,0.06433183109631735,0.007747547520232156,-0.02764108379072105,0.19389880952380967,0.0316,0.08322551767443198,0.5,-0.0233,0.01656705650662477,0,17.0,2020,1.3,3.5
Frances Tiafoe,Tommy Paul,14.0,0.0297742146091583,0.026523897233998173,0.024471769951926903,0.034429076386491834,-0.014791970129683031,0.006792354913717269,0.19371357140380624,0.009085011006754462,-0.2554666143297236,-0.1083441841684848,-0.002629105093841011,0.010291008283083491,0.0625,0.0028,0.019637106256808808,0.0,0.0526,0.14895857090437886,0,17.0,2020,1.8,1.9
Miomir Kecmanovic,Ugo Humbert,6.0,0.002524522777921812,-0.0328548947988172,0.01368453807047787,-0.013650317942857315,0.03236348510958198,-0.000679179720086409,-0.2473471299243752,-0.030010597294654023,0.03139010285269117,-0.12787748064284787,0.03022726956001759,-0.15447859906815134,0.08333333333333337,0.0166,0.018713167166724658,1.0,-1.0,0.15656312625250499,1,17.0,2020,1.72,2.0
Yoshihito Nishioka,Noah Rubin,-206.0,0.020774816781800043,-0.02339799905956464,0.029354987255946874,0.003716577260329257,0.0924903467704083,0.03560074320372558,-0.1565484352086166,-0.026044478751977827,-0.10049449275073696,-0.13430044250939774,0.3425722058124941,0.0692394313868937,0.2083333333333333,0.0571,0.09620692403073756,0.0,0.2558,0.2371648939735557,0,17.0,2020,1.22,4.0
Soon Woo Kwon,Ryan Harrison,-351.0,0.061978848331909926,-0.022131723182680533,0.0572757383110577,0.01943332385504659,-0.047541547683219054,-0.023368942300691253,-0.19818738515526446,-0.11572303255739792,-0.15496506310167302,-0.03854026090868201,-0.18491991825970155,-0.08882680518226188,-0.2083333333333333,-0.0237,-0.028108223828172463,0.0,0.1707,0.22189559191092928,0,17.0,2020,1.33,3.25
Cedrik Marcel Stebe,Milos Raonic,110.0,-0.05021944721581406,-0.16167460025160066,-0.09403479818624487,-0.1485498096431075,0.01975385573631477,-0.05920935145069872,-0.9501926989053779,-0.016269529057401727,0.4562733758103649,-0.3171594176012603,0.2003887043931213,-0.09274616930012344,-0.3508771929824561,-0.0429,-0.12879595390679272,0.0,1.0,0.16541809255559126,1,17.0,2020,6.0,1.12
Taylor Fritz,Cameron Norrie,-22.0,-0.07771766191684704,0.05173902492176996,0.031535297231440766,0.030839517391778593,-0.007893292721997958,0.012061442526776378,0.32602807284678553,-0.12122692320631995,-0.18795633180662624,-0.050222462103463365,-0.02383201210151925,0.03648209783239992,0.08235294117647063,0.0056,0.022946224669780642,0.3333,0.0,0.04915349953941109,1,17.0,2020,1.4,2.75
John Millman,Yoshihito Nishioka,-23.0,-0.03139745379883574,0.04678435415329951,0.0073506784896335544,0.02860872046060758,-0.00447559470288289,0.014479454532625446,0.1579351536981495,-0.032746268848118154,-0.11145761835569233,0.044500744599926034,-0.08593947565281003,0.06236236630883307,0.002430555555555547,0.0074,0.02413312575772469,1.0,0.0,0.03409770550012569,1,17.0,2020,1.83,1.83
Soon Woo Kwon,Adrian Mannarino,40.0,0.04830662641984152,-0.004350387258741262,0.05733092427025072,0.02715185114566909,-0.031794897988765065,-0.0075414545964875845,-0.10015506458789304,-0.06715483442426945,-0.028105369910747743,0.15074541214186732,-0.08370587905328614,-0.12054211585826208,-0.1111111111111111,-0.0106,-0.004643046843095966,0.0,0.0,0.12377374871671375,0,17.0,2020,1.8,1.9
Damir Dzumhur,Ryan Harrison,-325.0,0.04661227261771207,-0.11073876928756153,-0.020114630858214855,-0.0689637034665117,0.02065754940438464,-0.024589538318612547,-0.46329781915743107,-0.044770387882134034,0.2313697757086575,-0.09312512525013217,0.041215660595709136,0.01074844701156119,-0.10518518518518516,-0.0121,-0.04830615406212707,0.0,0.0,0.0418434676334569,1,17.0,2020,1.33,3.25
Ernests Gulbis,Reilly Opelka,170.0,-0.07133907524648353,-0.0539801692877836,-0.10537071522913166,-0.09659822106638394,0.04014741095362773,-0.02536245729584297,-0.6281022357513774,0.21576848793203351,0.4112272918055129,0.024387917983517467,0.08705762202485617,0.08631075211910211,-0.2462121212121213,-0.0039,-0.05645081011275621,0.0,0.0,0.08652975193180877,1,17.0,2020,2.2,1.61
Henri Laaksonen,Steve Johnson,58.0,-0.0058399441309956454,-0.05178032833886048,-0.033766023259498845,-0.04703978781451901,0.0056336177240723356,-0.021518637889768044,-0.15863022757785628,0.1456576232017805,0.14801621798804415,-0.10817811203395876,-0.009613572293815431,-0.04202496808829082,-0.293469387755102,-0.0124,-0.04140617009044667,0.0,0.0,0.07366828433798615,1,17.0,2020,3.0,1.36
Cedrik Marcel Stebe,Bernard Tomic,-50.0,-0.028375366975668337,-0.046012361033684564,0.008717286458821194,-0.03582333429739604,0.08020054927177861,0.0202184878115132,-0.3474963150662024,0.06322778166720866,0.0781823302748782,-0.1168842418934568,0.3980891154459975,0.15106680215106505,-0.07407407407407401,0.0336,0.044377214974382566,0.0,0.0,0.3875638532593728,0,17.0,2020,1.3,3.4
Felix Auger Aliassime,Stefanos Tsitsipas,12.0,0.03527023181490585,-0.04517643151683382,-0.07305740093389003,-0.04616034926585577,-0.004257033005770738,-0.02451371619118892,0.15534970976811902,0.1325983349821844,0.25658671098307284,0.021482044040359586,-0.009133445939015215,-0.03217071385433945,-0.14473684210526327,-0.0189,-0.05041738227162651,0.0,0.2,0.025877930444998767,1,14.0,2020,2.75,1.44
Felix Auger Aliassime,Gilles Simon,-40.0,0.061130938404479584,0.04764785207789268,-0.008249046645195435,0.037716731734695697,-0.055868226931461096,-0.00874917341425474,0.5010637096307606,0.06784240932488393,-0.07689845433126953,0.058477737040647286,-0.1721614355708031,-0.05134131169207523,-0.060256410256410216,-0.0222,-0.0181514951967654,1.0,0.0244,0.035785069710937284,0,14.0,2020,1.57,2.37
Stefanos Tsitsipas,Alexander Bublik,-49.0,0.03487416938147958,0.037539127042177316,0.09353663747320312,0.06890216035339614,0.01599897993842364,0.041723429670639516,-0.32907205278833873,-0.3294531868345236,-0.1505381079309337,0.031155438642281208,-0.019653508307304002,0.1440401728860165,0.16071428571428575,0.0342,0.08490114029181978,0.0,-0.3782,0.04993329870012996,0,14.0,2020,1.22,4.33
Daniil Medvedev,Gilles Simon,-53.0,0.008464023169640789,0.06439416577942214,0.03848983732580469,0.055399279587341255,-0.002980948073071199,0.025307301143781102,0.37246335591968094,0.0694167335367443,-0.17725647450148224,0.05428763400640324,0.055085974747946735,-0.029147649059985906,0.13521126760563384,0.0198,0.052418331514270056,-1.0,-0.3333,0.013413350198384374,1,14.0,2020,1.2,4.5
Denis Shapovalov,Alexander Bublik,-40.0,-0.004790931813165257,0.02100654963708804,0.08723129836377375,0.04655739249158841,0.009028281090535828,0.02623955284695556,-0.19167866048732207,-0.16547868224430368,-0.0725504134809346,0.07176626170947575,-0.014060409883568823,-0.002940189472236732,0.09666666666666657,0.0221,0.05558567358212424,0.0,-0.2911,0.03873864492839857,1,14.0,2020,1.44,2.75
Vasek Pospisil,Stefanos Tsitsipas,92.0,-0.0092815801636702,0.016344668938324647,-0.02595629667497656,-0.0031020360494425914,-0.00838386084806314,-0.002710126998317519,0.23903152207414946,0.05140162522183028,0.03895477647134588,-0.02153730258817033,-0.06459457208041952,0.08183031593899093,-0.04011387163561075,-0.0067,-0.011485896897505732,0.0,0.4286,0.01920481974828997,1,14.0,2020,2.75,1.44
Jannik Sinner,Daniil Medvedev,63.0,0.036150893036110084,-0.08304426487162543,-0.0330410301148556,-0.054117700324645024,-0.02652317232756229,-0.04141340738069715,-0.2256859449052117,-0.1843894370177876,0.10693824256217176,-0.1338459510830562,-0.04493642730215186,-0.0659561480985491,-0.4205128205128206,-0.0377,-0.08064087265220732,0.0,1.0,0.08376578817575536,1,14.0,2020,3.75,1.25
Aljaz Bedene,Gilles Simon,-11.0,-0.01983078877720179,0.05327977593564258,-0.02911637292925362,0.013789942896772269,-0.04802109711716068,-0.018262933650764042,0.4291498014361929,0.02216367664477964,-0.021963055351624128,0.007452878309663236,-0.12579084488298287,-0.07985850947256412,-0.13102564102564102,-0.0247,-0.034231154220388416,1.0,0.1852,0.02272310964228744,1,14.0,2020,1.53,2.37
David Goffin,Egor Gerasimov,-62.0,-0.06520260319092908,0.008484120195614286,-0.00849537850783322,-0.011516928564705764,0.057068742039350924,0.018572970591616226,-0.28575767458772383,0.0033697731936408733,0.012162201518377158,-0.05981299923210059,0.16820741681073909,0.12596010180609413,0.1759103641456583,0.0331,0.04555181347464515,0.0,-1.0,0.06274737525219423,1,14.0,2020,1.44,2.62
Felix Auger Aliassime,Pierre Hugues Herbert,-61.0,0.041618078692139626,-0.010999446189421613,-0.025475137308328344,-0.004562964469246311,0.004062583865316716,-0.005024490863136499,0.13328755801421965,0.11237155598519333,0.11472311043299947,0.04035684880141988,0.029815860191359955,-0.03808181716271275,-0.0761904761904762,0.001,-0.0005003806039295955,-1.0,0.2,0.04590758800243401,0,14.0,2020,1.9,1.8
Benoit Paire,Alexander Bublik,-35.0,-0.07581581711495222,0.03207195193214552,-0.0038136443263186437,-0.007325135949163175,0.050923708790795885,0.016940563161339184,-0.15505851881254362,-0.15402734338113744,0.060203948608096185,0.03199428541668503,0.14973576117331255,0.07719165268066686,0.14474548440065682,0.0291,0.04359857284163271,0.0,0.0,0.054139785890490295,1,14.0,2020,1.57,2.25
Denis Shapovalov,Marin Cilic,-24.0,0.0011149470418133633,-0.040315097423670336,-0.011113843986216176,-0.027972299558561176,-0.037854673989626664,-0.02772825634210752,-0.1040696751444975,0.1496261673921898,0.09937254102040843,0.0022138729328234907,-0.16594733656750904,-0.06973757218622961,-0.1987912087912088,-0.0355,-0.06582697354818784,0.0,-1.0,0.011417466824409936,0,14.0,2020,1.72,2.0
Vasek Pospisil,Hubert Hurkacz,69.0,-0.026001687945774614,0.044721955570454434,0.02291143873382501,0.02980417193560525,-0.052158053445344736,-0.009308011540364204,0.08304872318438072,-0.06801683632595759,-0.11991290920269942,-0.06544514276587055,-0.17458525400225072,0.018777391721859937,-0.0545977011494253,-0.0243,-0.02235388150973949,0.0,0.1053,0.04352615279328505,0,14.0,2020,2.2,1.61
Stefanos Tsitsipas,Mikael Ymer,-69.0,-0.028063813819749428,0.12045251927663925,0.0744213456382754,0.10047572657037328,-0.025245526737240453,0.037349862262513966,0.2816875398186173,-0.05423881953340074,-0.4223369920786313,0.19541728343138245,-0.03181004019423112,0.06430957366901058,0.3037037037037038,0.0182,0.07523019983313284,0.0,-1.0,0.0728917480297498,0,14.0,2020,1.22,4.0
Aljaz Bedene,Karen Khachanov,30.0,-0.04659247725982163,-0.009652208255201966,-0.03285410050293669,-0.02939381925399731,-0.01643392283400885,-0.021222134010425768,-0.003361350645252448,-0.010624171636013148,0.10600203267641717,-0.009712213231459764,0.0045445451023607975,-0.061638101182099614,-0.12361111111111105,-0.0212,-0.04582774208800616,-1.0,0.0,0.021122764494165,0,14.0,2020,2.62,1.44
Mikhail Kukushkin,Pierre Hugues Herbert,-10.0,0.02333031734555524,-0.08785645379420848,0.029344328886047544,-0.03790892544190538,0.02420873956076169,-0.009816568543912774,-0.4040926662843177,-0.15262086876606246,0.18404560392854907,0.018077722925523117,0.10606106162852458,-0.00483083348243879,-0.09722222222222217,0.0022,-0.013700185881143693,1.0,0.0,0.024807718552381383,1,14.0,2020,2.25,1.57
Stefano Travaglia,Felix Auger Aliassime,67.0,-0.11432024676532605,0.006849598624295017,0.007213541954426085,-0.024142094075429662,-0.019850849229377462,-0.013654041530670293,-0.11125626980551527,0.061533613552017925,-0.041639024535079394,-0.08304732990768947,-0.09937777510270268,0.06701403838957926,-0.2272727272727273,-0.0213,-0.04399294330480713,0.0,0.0,0.18743929965719894,1,14.0,2020,3.5,1.28
Gregoire Barrere,Benoit Paire,69.0,0.1492456278273191,-0.07942425229503758,0.041272538051304486,0.007264543678692781,-0.014952113801615097,-0.0038048371543448756,-0.3525859743581889,-0.25255248734826313,-0.15530863410625406,0.036760248142384884,0.018553029737654655,-0.09597470714698524,-0.1476190476190476,-0.0065,-0.007687570122922316,-1.0,0.0,0.08560471901328054,1,14.0,2020,2.2,1.61
Alexander Bublik,Marton Fucsovics,-18.0,0.006423688043093345,0.0513284869456182,-0.050362671679270055,0.007779427737056419,-0.07392609781599763,-0.03283969568220485,0.6593383937919247,0.2772063208301706,-0.13886443943553806,-0.14562405238444456,-0.06627745771042981,-0.2448009045703661,-0.13095238095238093,-0.0425,-0.0661466700789412,0.0,0.0,0.10673537441881303,0,14.0,2020,2.5,1.5
Ilya Ivashka,Marin Cilic,98.0,0.010255179004960868,-0.0604179014945756,-0.03685538636384278,-0.04955126317418868,-0.02849043415221436,-0.03299756626921173,-0.2300668481976552,0.0997539099843422,0.18410462601922084,-0.0057188784777642,-0.0469298321222793,-0.08577289009455041,-0.29374999999999984,-0.0372,-0.07804169732640304,0.0,0.0,0.04999170185741198,1,14.0,2020,3.0,1.36
Hubert Hurkacz,Antoine Hoang,-100.0,-0.017104538106991418,0.04749194846521576,-0.06265024829530348,0.007512864690258469,-0.006526722143915364,-0.0036660925764255854,0.2977743957792798,-0.0932316523657588,0.09329712046172656,0.15109270835854627,-0.011850047526009707,-0.09293139565331238,-0.09999999999999998,-0.0012,0.000986142546343105,0.0,0.0,0.3417541557305336,0,14.0,2020,1.33,3.25
Richard Gasquet,Mikael Ymer,-18.0,-0.019855606374380885,0.09674722761499677,0.02663824570517881,0.07288590068946832,-0.001508117510304885,0.031750618358470484,0.24377776600365256,-0.13729851937571266,-0.2647422418107521,0.07643669815177101,0.012643181772767909,0.06135258364717089,0.5416666666666666,0.0264,0.07137778317916342,0.0,0.0,0.17287518712519193,1,14.0,2020,2.0,1.72
Taylor Fritz,Rafael Nadal,33.0,-0.08612716812485999,-0.0006753355115400872,-0.07823578526017494,-0.04702320647268099,-0.08482335698474347,-0.06122872398880741,0.3570693329701514,0.04316402533529415,0.10455875652639374,-0.12048117081483445,-0.2658741526809414,-0.11837839736828147,-0.4036292894501849,-0.0752,-0.13184656345742446,0.0,0.2828,0.012956383627651,1,16.0,2020,10.0,1.06
John Isner,Taylor Fritz,-15.0,0.1152771931124037,0.07497876598712971,0.07105241892390624,0.09993418573251156,-0.052553504402182205,0.02087653040808224,0.7856653555069322,-0.03892763398141283,-0.27360793451797505,0.21022412263119328,-0.2266369839238453,-0.024612830886984127,0.13502682763246132,-0.0037,0.04738068133032936,0.3333,0.0519,0.012791052074167513,1,16.0,2020,1.9,1.9
Soon Woo Kwon,Rafael Nadal,74.0,-0.043268870858239834,-0.041272267510562566,-0.08767964971415121,-0.06282404962840837,-0.08785373065537877,-0.06846035634175429,0.01847452613762812,0.08733123311505503,0.2128723465690548,-0.02741096375102969,-0.3186443349898497,-0.05132423212865983,-0.4358974358974358,-0.0826,-0.15067778028378714,0.0,-0.1935,0.08358089325267627,1,16.0,2020,11.0,1.05
Stan Wawrinka,Grigor Dimitrov,-6.0,-0.038963138271604913,0.0031253596934557315,0.04292962880089679,0.011090453711669168,-0.011571132881493916,0.0011150767402540174,0.041219104630018884,-0.10530729593579892,-0.019262157224589568,0.0658610560971109,-0.02882787491273686,-0.013499478583631208,0.060541979949874765,-0.0038,-0.00048067916982474923,0.2727,0.0291,0.009262026353315751,1,16.0,2020,1.57,2.37
Taylor Fritz,Kyle Edmund,-9.0,-0.017029138873995153,0.009731964984354469,-0.005798759017882738,-0.0005669260854482827,-0.01415673677730306,-0.005634434310988978,0.2736820749792387,0.009530596291932536,-0.04037462075183823,-0.02068254208370901,-0.03472088881403945,-0.010204268164655859,0.030874316939890626,-0.0095,-0.014723662862751341,1.0,0.0976,0.021135076304061338,0,16.0,2020,2.3,1.61
Tommy Paul,John Isner,46.0,-0.08000535762701377,-0.1163018224482908,-0.03908780137174017,-0.10746443210204247,0.0717429894654622,-0.017028893128408162,-1.046447442482402,-0.002781311971728484,0.3634210992222812,-0.1994990467930171,0.2312916593933957,0.026373245924181332,-0.18847619047619046,0.0137,-0.03572144263658028,-1.0,0.0968,0.062126724337349996,1,16.0,2020,2.1,1.72
Miomir Kecmanovic,Rafael Nadal,48.0,-0.05061455403545412,-0.057834864243853534,-0.06371143882681862,-0.06602177710172752,-0.10339884579054104,-0.0761109552928389,0.008712156089008605,0.02436541084366969,0.2509625895712421,-0.059936716600273325,-0.4592794448571826,-0.0684191983809434,-0.5243589743589743,-0.0937,-0.16942062289226856,0.0,0.2444,0.049380530176930254,1,16.0,2020,9.0,1.07
Adrian Mannarino,Grigor Dimitrov,20.0,-0.016257252713367643,-0.06286045747154034,-0.005967303132065061,-0.04468052030784575,-0.0009212135754435024,-0.020809064581647385,-0.16199902827816687,-0.07050269508890705,0.1746124384125009,-0.02497783208439397,-0.0254066407949064,0.037708234869374524,-0.11290970933828075,-0.0171,-0.04560173388328925,-1.0,0.1818,0.010123344132935976,1,16.0,2020,3.25,1.33
Ugo Humbert,Taylor Fritz,8.0,0.02460302817052984,-0.03939055671042058,-0.02342409060798389,-0.028411051543611118,-0.015532456865670953,-0.019258196658781368,-0.13213641036517454,0.02872238000529745,0.16361643287031602,0.05117531356698202,-0.08827407047566316,0.025940742874688786,-0.175,-0.0199,-0.04394350840928207,0.0,-1.0,0.049885151451128235,1,16.0,2020,1.72,2.0
Kyle Edmund,Felix Auger Aliassime,25.0,-0.03562747910217279,0.005050827863779196,0.049174436751863004,0.01435603581098499,0.017922563037633676,0.01523068832262986,-0.2378675628164719,-0.17233005839542406,-0.1068971460075926,0.007697741435969463,0.12090414607528947,0.029377187004254568,0.05624999999999997,0.0167,0.03227859884861867,0.0,-0.1053,0.03823550278093111,0,16.0,2020,1.66,2.1
Marcos Giron,John Isner,95.0,-0.07835273538623877,-0.1540161745848232,-0.05062062042263099,-0.13496474231945266,0.012931141334055318,-0.0515895423244902,-1.3301812586829067,0.0497524104338701,0.3962989938785074,-0.18429510666881746,0.1345475887046877,-0.0011770227318894655,-0.31122448979591844,-0.0338,-0.12203360098539735,-1.0,0.0233,0.15461822114136245,1,16.0,2020,3.5,1.28
Tommy Paul,Alexander Zverev,59.0,-0.02559932105133822,-0.07276918148025191,0.0068195422933683405,-0.047844969018876686,-0.013604597864466328,-0.02779298560965382,-0.3066394470814621,-0.16746537225376298,0.19844065420314372,-0.04899488651486217,-0.05122992206391519,-0.08007472999412274,-0.21328502415458933,-0.0269,-0.06144956688334303,0.0,0.2549,0.05157408395184825,0,16.0,2020,4.33,1.2
Pablo Andujar,Rafael Nadal,52.0,-0.0043053787325205714,-0.09454663001118167,-0.133273244586691,-0.10963915619211627,-0.07493159693130325,-0.08459992020049134,-0.144948068804534,0.027156995752586614,0.30570656206909064,-0.1848491400806398,-0.32599928927874083,-0.06020470174758503,-0.5486850756081526,-0.0915,-0.1845707531234196,-1.0,0.0,0.054459112098879284,1,16.0,2020,15.0,1.03
Miomir Kecmanovic,Alex De Minaur,25.0,-0.03127444781420285,-0.053360855134564456,0.026915486581756017,-0.031592097487642364,-0.07727416065659287,-0.05359930217074044,-0.04282237380378817,0.028191797111321217,0.182979772681274,0.07993227370193279,-0.3899087778009904,-0.0745562767598642,-0.387719298245614,-0.0602,-0.10886625814423524,0.0,0.0,0.058263975896426214,0,16.0,2020,2.0,1.72
Taro Daniel,Soon Woo Kwon,34.0,-0.05445302632212279,0.00600246481783584,-0.09551234790466184,-0.04136780427439901,0.055297882380825336,0.008160189804658158,-0.06281626869862167,0.05904661787014731,0.1945275312922371,-0.03865640532307202,0.3184350064524357,0.14433270775863366,0.05555555555555558,0.0193,0.013930078106426323,0.0,0.0,0.31151312641551554,1,16.0,2020,2.62,1.44
Steve Johnson,Dusan Lajovic,49.0,-0.06386993751627712,0.07101057441296676,0.007825175524820094,0.03775239646091799,-0.016260512687613804,0.010036037836923306,0.36890732616352,0.0820122462962255,-0.11493760208324848,0.09151339240463864,-0.053417193892013104,-0.017358633714338545,0.114756025867137,0.0025,0.021491883773304188,0.0,0.0,0.018074678395322168,1,16.0,2020,1.72,2.0
Frances Tiafoe,Stan Wawrinka,66.0,0.04889846740123727,-0.06505844473403588,-0.032438764605886905,-0.04411877962064603,-0.017876142274844353,-0.028918299933063437,-0.08053355626228409,0.05243214852699797,0.10804409358668077,-0.08374837671828894,-0.0994143693069286,0.010739308456740204,-0.2427777777777778,-0.0271,-0.061994921895490385,-1.0,0.0,0.01595142937698218,1,16.0,2020,3.0,1.36
Cameron Norrie,Adrian Mannarino,16.0,0.03188707234972632,-0.011603759871368744,-0.01476608230219445,-0.00789342799073578,-0.03139721858756128,-0.01826270412249392,0.005130411123528189,0.10839309324975883,0.016482561015003342,0.02461156653875951,-0.07935689993410372,-0.060662517131592215,-0.13333333333333347,-0.0223,-0.03929064657829706,1.0,0.0,0.028995645272359663,1,16.0,2020,1.83,1.83
Grigor Dimitrov,Damir Dzumhur,-87.0,-0.010583945303437205,0.1325071596463382,0.02314294974083686,0.09113646379059714,-0.006704729194159487,0.039763748054812136,0.3343674897906896,0.05073267324873493,-0.2871087315758067,0.10267896268157796,-0.002863251038323078,-0.05979665326383199,0.25535714285714284,0.0301,0.08443173459643766,1.0,0.0,0.016498837210046198,0,16.0,2020,1.33,3.25
Taylor Fritz,John Millman,-5.0,-0.02561627469181671,0.06220932754974884,-0.010659458530773323,0.02737881085049321,-0.03321338309628774,-0.002198476630862367,0.352684993965784,0.068595575735269,-0.10112881255634244,0.04265858211677653,-0.04258480661698938,-0.08684981633062132,-0.00267857142857153,-0.0112,-0.0058345722457945354,0.0,0.0,0.0229534566972076,0,16.0,2020,1.83,1.83
Kyle Edmund,Feliciano Lopez,-8.0,0.014447365029973682,-0.021180918822469967,0.032112577877255084,0.005577477843441203,0.034091968915261395,0.016572408161570185,-0.4703778477913149,-0.03405447593549571,-0.03933672686314732,-0.02349424491958474,0.1231135904015882,0.032672714831518845,0.011711711711711648,0.0242,0.0396694467587026,1.0,0.0,0.018293491329473804,0,16.0,2020,1.3,3.4
Felix Auger Aliassime,Alex Bolt,-118.0,0.055767281589488286,-0.006172257988186214,-0.049366685043298,-0.007164305716284347,0.002774424622490889,-0.0026794684648693283,0.13275989022670664,0.19817810441327435,0.24450319406525226,0.05318039133337649,0.02380456757294991,0.047296594071647435,0.0,-0.0009,-0.004389881093793457,1.0,0.0,0.1899927042801556,0,16.0,2020,1.4,2.75
Mischa Zverev,John Isner,237.0,-0.07007621920036278,-0.10850239176862676,-0.07338567013642555,-0.11161018872335372,0.044785261466539605,-0.03216971843974081,-0.9979667394189202,0.04425686308567889,0.3492495957722659,-0.13676749285903367,0.11743559539452347,0.042248622752597054,-0.2431802721088435,-0.0055,-0.0668249272568141,0.0,0.0,0.01898146851079557,1,16.0,2020,3.0,1.36
Jason Jung,Alexander Zverev,112.0,-0.008328404749485152,-0.09875516875028056,-0.05055224859657703,-0.08551567796013793,-0.03837421062332996,-0.059152203501346035,-0.3456132102305928,-0.07397332094496975,0.2735219969533869,-0.2504859043815019,-0.1344809966294473,-0.1250084969496012,-0.40595238095238095,-0.0551,-0.12388988858346787,0.0,0.0,0.0885594257835171,1,16.0,2020,5.0,1.16
Gael Monfils,Novak Djokovic,8.0,-0.02298177256216638,-0.020675319537815318,-0.06151019193246065,-0.03936288688339429,-0.04089809357677765,-0.03565490301369911,0.2067205742870468,0.08850863196205633,0.13186788675309646,-0.01455531048035674,-0.09286766617126063,-0.0673593225059555,-0.20254375254375254,-0.0441,-0.08026098046017194,-1.0,0.2791,0.00844020405502557,1,18.0,2020,6.5,1.11
Daniel Evans,Stefanos Tsitsipas,31.0,0.004331523528942616,-0.06236804110720395,-0.05742640950128908,-0.05979603828565305,0.016117443418443178,-0.020159008720437518,-0.2249855638221712,0.012450292511495849,0.19396780883605155,-0.12725381308389996,0.09236064336505152,-0.0332163256044512,-0.14446589446589447,-0.0111,-0.043678594867209874,0.0,0.0839,0.020623934075891047,1,18.0,2020,4.33,1.22
Karen Khachanov,Novak Djokovic,16.0,-0.040978616711751736,-0.01557996456882138,-0.05983724227065956,-0.04037899772647036,-0.06475995955527536,-0.05022212285562511,0.21214106292521767,0.01726703362586518,0.1113895055354559,-0.03906686294158679,-0.18287631286710304,-0.07654239028993598,-0.3539479039479039,-0.0603,-0.10513895728174573,-0.3333,0.434,0.00844358672761752,1,18.0,2020,9.0,1.07
Gael Monfils,Richard Gasquet,-47.0,0.0170778528202592,0.014900116676406672,-0.030421600504199838,0.0008295286967874294,0.004936802192749334,0.005995379901217457,0.19435442045101603,0.12115911917141148,-0.012257940267506321,0.0703330735935912,-0.04222683676444705,0.02824855467852166,-0.05800000000000005,0.0036,0.005766330889536764,0.2,-0.0633,0.01324324210555045,0,18.0,2020,1.22,4.33
Andrey Rublev,Daniel Evans,-23.0,-0.028707304266501813,0.03635397606695268,-0.026648792472097504,0.006054221101163937,0.00677346167525089,0.004620893544514225,0.14715521958597155,0.10650659927797644,-0.07070775039822108,0.027870266157101087,-0.004091118019428186,0.016326135131541852,-0.009523809523809712,0.0066,0.012827682776414828,1.0,-0.2549,0.02464731669979842,1,18.0,2020,1.25,4.0
Jan Lennard Struff,Stefanos Tsitsipas,28.0,-0.0528695576089353,-0.0006945133194857789,-0.049267004840472806,-0.034984995671275554,-0.00531330515165046,-0.019257879717275002,0.1824474968481985,0.11127440912778874,0.1178705686754461,-0.07236677667991942,-0.03381392156351465,-0.003205631775185513,-0.16953781512605048,-0.0158,-0.04029830082292602,0.3333,-0.2615,0.012662325669761531,1,18.0,2020,3.0,1.4
Karen Khachanov,Dennis Novak,-79.0,-0.03028218018545392,0.05238453035606383,0.02866628183141151,0.03642413263902888,0.029574298803144824,0.02535594514298556,0.2425277568561941,-0.01759700307519174,-0.13292947214504774,0.01825108125687492,0.11054819253455957,0.10941330610357214,0.2142857142857144,0.0324,0.06599843144217371,1.0,0.0,0.1397779812169882,0,18.0,2020,1.25,3.75
Gael Monfils,Yasutaka Uchiyama,-90.0,-0.013151164593050546,-0.008857010824369294,-0.01273683827366445,-0.013146469412770312,0.05302956993008834,0.023141334638386968,-0.02472917273431708,0.09284660263001053,0.07401241108191403,0.05561172101158074,0.10289449549476816,0.09145878395605794,0.1818181818181817,0.0321,0.039883100517318026,0.0,-0.0435,0.15500063043840415,0,18.0,2020,1.11,6.5
Benoit Paire,Richard Gasquet,-35.0,-0.1099884436935773,0.02191067804330893,-0.06967764040178663,-0.04582352376684196,-0.0066045316951734425,-0.022327870622669558,0.24809229489912346,0.2545314806146146,0.1720905370698078,-0.05366389695528695,-0.055025947022182,0.015704904156831956,-0.13192488262910795,-0.0213,-0.0524280554620154,-0.5556,0.1852,0.01497517235436214,1,18.0,2020,1.9,1.8
