Location,Tournament,Winner,Loser,B365W,B365L,year,tourney_id
New York,New York Open,Nishikori K.,Rubin N.,1.16,5.0,2018,84.0
New York,New York Open,Youzhny M.,Ebden M.,1.8,1.9,2018,84.0
New York,New York Open,Escobedo E.,Mcdonald M.,2.2,1.61,2018,84.0
New York,New York Open,Mannarino A.,Gojowczyk P.,1.83,1.83,2018,84.0
New York,New York Open,Menendez-Maceiras A.,Chardy J.,3.5,1.28,2018,84.0
New York,New York Open,Albot R.,Isner J.,4.5,1.2,2018,84.0
New York,New York Open,Nishikori K.,Donskoy E.,1.22,4.0,2018,84.0
New York,New York Open,Tiafoe F.,Sela D.,1.66,2.1,2018,84.0
New York,New York Open,Karlovic I.,Harrison R.,2.0,1.72,2018,84.0
New York,New York Open,Anderson K.,Escobedo E.,1.2,4.5,2018,84.0
New York,New York Open,Querrey S.,Youzhny M.,1.3,3.4,2018,84.0
New York,New York Open,Mannarino A.,Menendez-Maceiras A.,1.2,4.5,2018,84.0
New York,New York Open,Querrey S.,Karlovic I.,1.66,2.2,2018,84.0
New York,New York Open,Nishikori K.,Albot R.,1.11,6.5,2018,84.0
New York,New York Open,Anderson K.,Tiafoe F.,1.36,3.25,2018,84.0
New York,New York Open,Querrey S.,Mannarino A.,1.66,2.2,2018,84.0
New York,New York Open,Anderson K.,Nishikori K.,2.37,1.57,2018,84.0
New York,New York Open,Anderson K.,Querrey S.,1.8,2.0,2018,84.0
Rotterdam,ABN AMRO World Tennis Tournament,Lopez F.,Klizan M.,2.0,1.72,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Berdych T.,Zverev M.,1.16,5.0,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Zverev A.,Ferrer D.,1.36,3.0,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Seppi A.,Sousa J.,1.8,1.9,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Kohlschreiber P.,Khachanov K.,2.37,1.53,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Troicki V.,Struff J.L.,2.2,1.61,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Medvedev D.,Muller G.,1.72,2.0,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Goffin D.,Mahut N.,1.12,6.0,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Griekspoor T.,Wawrinka S.,7.0,1.1,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Krajinovic F.,Auger-Aliassime F.,1.57,2.25,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Herbert P.H.,Gasquet R.,3.0,1.36,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Rublev A.,Pouille L.,1.72,2.0,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Dzumhur D.,Copil M.,1.4,2.75,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Haase R.,De Bakker T.,1.4,2.75,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Dimitrov G.,Sugita Y.,1.22,4.0,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Federer R.,Bemelmans R.,1.03,15.0,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Goffin D.,Lopez F.,1.2,4.5,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Berdych T.,Troicki V.,1.2,4.5,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Seppi A.,Zverev A.,5.0,1.16,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Rublev A.,Dzumhur D.,1.4,2.75,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Medvedev D.,Herbert P.H.,1.53,2.37,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Dimitrov G.,Krajinovic F.,1.16,5.0,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Federer R.,Kohlschreiber P.,1.04,13.0,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Haase R.,Griekspoor T.,1.22,4.0,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Goffin D.,Berdych T.,1.66,2.2,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Dimitrov G.,Rublev A.,1.44,2.75,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Federer R.,Haase R.,1.06,10.0,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Seppi A.,Medvedev D.,2.0,1.8,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Dimitrov G.,Goffin D.,1.61,2.3,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Federer R.,Seppi A.,1.05,11.0,2018,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Federer R.,Dimitrov G.,1.25,4.0,2018,11.0
Delray Beach,Delray Beach Open,Chung H.,Norrie C.,1.25,3.75,2018,17.0
Delray Beach,Delray Beach Open,Young D.,Ramanathan R.,1.53,2.37,2018,17.0
Delray Beach,Delray Beach Open,Tiafoe F.,Ebden M.,1.66,2.1,2018,17.0
Delray Beach,Delray Beach Open,Sock J.,Smith J.P.,1.3,3.4,2018,17.0
Delray Beach,Delray Beach Open,Isner J.,Albot R.,1.28,3.5,2018,17.0
Delray Beach,Delray Beach Open,Opelka R.,Harrison R.,2.62,1.44,2018,17.0
Delray Beach,Delray Beach Open,Gojowczyk P.,Lacko L.,1.57,2.25,2018,17.0
Delray Beach,Delray Beach Open,Johnson S.,Basilashvili N.,1.4,2.75,2018,17.0
Delray Beach,Delray Beach Open,Skugor F.,Bublik A.,2.0,1.72,2018,17.0
Delray Beach,Delray Beach Open,Raonic M.,Daniel T.,1.16,5.0,2018,17.0
Delray Beach,Delray Beach Open,Donaldson J.,Polansky P.,1.36,3.0,2018,17.0
Delray Beach,Delray Beach Open,Donskoy E.,King D.,1.61,2.2,2018,17.0
Delray Beach,Delray Beach Open,Shapovalov D.,Karlovic I.,1.72,2.0,2018,17.0
Delray Beach,Delray Beach Open,Youzhny M.,Sela D.,2.1,1.66,2018,17.0
Delray Beach,Delray Beach Open,Fritz T.,Querrey S.,2.5,1.5,2018,17.0
Delray Beach,Delray Beach Open,Del Potro J.M.,Chardy J.,1.16,5.0,2018,17.0
Delray Beach,Delray Beach Open,Donskoy E.,Young D.,2.1,1.66,2018,17.0
Delray Beach,Delray Beach Open,Gojowczyk P.,Isner J.,2.37,1.53,2018,17.0
Delray Beach,Delray Beach Open,Johnson S.,Raonic M.,3.0,1.36,2018,17.0
Delray Beach,Delray Beach Open,Opelka R.,Sock J.,3.25,1.33,2018,17.0
Delray Beach,Delray Beach Open,Shapovalov D.,Donaldson J.,1.5,2.5,2018,17.0
Delray Beach,Delray Beach Open,Fritz T.,Youzhny M.,1.5,2.5,2018,17.0
Delray Beach,Delray Beach Open,Chung H.,Skugor F.,1.11,6.5,2018,17.0
Delray Beach,Delray Beach Open,Tiafoe F.,Del Potro J.M.,4.33,1.2,2018,17.0
Delray Beach,Delray Beach Open,Johnson S.,Donskoy E.,1.44,2.62,2018,17.0
Delray Beach,Delray Beach Open,Gojowczyk P.,Opelka R.,1.5,2.5,2018,17.0
Delray Beach,Delray Beach Open,Shapovalov D.,Fritz T.,1.61,2.25,2018,17.0
Delray Beach,Delray Beach Open,Tiafoe F.,Chung H.,3.25,1.36,2018,17.0
Delray Beach,Delray Beach Open,Gojowczyk P.,Johnson S.,2.2,1.66,2018,17.0
Delray Beach,Delray Beach Open,Tiafoe F.,Shapovalov D.,2.5,1.53,2018,17.0
Delray Beach,Delray Beach Open,Tiafoe F.,Gojowczyk P.,1.8,2.0,2018,17.0
Marseille,Open 13,Dzumhur D.,Kukushkin M.,1.33,3.25,2018,14.0
Marseille,Open 13,Benneteau J.,Jaziri M.,1.36,3.0,2018,14.0
Marseille,Open 13,Fabbiano T.,Auger-Aliassime F.,2.25,1.57,2018,14.0
Marseille,Open 13,Krajinovic F.,Sousa J.,1.53,2.37,2018,14.0
Marseille,Open 13,Ivashka I.,Djere L.,1.44,2.62,2018,14.0
Marseille,Open 13,Khachanov K.,Bemelmans R.,1.5,2.5,2018,14.0
Marseille,Open 13,Travaglia S.,Gaston H.,1.05,9.0,2018,14.0
Marseille,Open 13,Simon G.,Marterer M.,1.61,2.2,2018,14.0
Marseille,Open 13,Herbert P.H.,Gombos N.,1.61,2.2,2018,14.0
Marseille,Open 13,Zverev M.,Kavcic B.,1.36,3.0,2018,14.0
Marseille,Open 13,Muller G.,Stakhovsky S.,1.44,2.62,2018,14.0
Marseille,Open 13,Mahut N.,Tsitsipas S.,2.1,1.66,2018,14.0
Marseille,Open 13,Dzumhur D.,Fabbiano T.,1.2,4.5,2018,14.0
Marseille,Open 13,Pouille L.,Herbert P.H.,1.4,2.75,2018,14.0
Marseille,Open 13,Benneteau J.,Bautista Agut R.,2.62,1.44,2018,14.0
Marseille,Open 13,Khachanov K.,Zverev M.,,,2018,14.0
Marseille,Open 13,Krajinovic F.,Simon G.,2.25,1.57,2018,14.0
Marseille,Open 13,Mahut N.,Muller G.,2.1,1.66,2018,14.0
Marseille,Open 13,Berdych T.,Travaglia S.,1.12,6.0,2018,14.0
Marseille,Open 13,Ivashka I.,Wawrinka S.,2.62,1.44,2018,14.0
Marseille,Open 13,Khachanov K.,Benneteau J.,1.66,2.2,2018,14.0
Marseille,Open 13,Berdych T.,Dzumhur D.,1.3,3.5,2018,14.0
Marseille,Open 13,Pouille L.,Krajinovic F.,1.44,2.75,2018,14.0
Marseille,Open 13,Ivashka I.,Mahut N.,2.37,1.57,2018,14.0
Marseille,Open 13,Khachanov K.,Berdych T.,2.2,1.66,2018,14.0
Marseille,Open 13,Pouille L.,Ivashka I.,1.22,4.33,2018,14.0
Marseille,Open 13,Khachanov K.,Pouille L.,2.0,1.8,2018,14.0
Rio de Janeiro,Rio Open,Jarry N.,Garcia-Lopez G.,2.1,1.66,2018,70.0
Rio de Janeiro,Rio Open,Ramos-Vinolas A.,Dutra Silva R.,1.28,3.5,2018,70.0
Rio de Janeiro,Rio Open,Sandgren T.,Carballes Baena R.,2.75,1.4,2018,70.0
Rio de Janeiro,Rio Open,Verdasco F.,Mayer L.,1.66,2.1,2018,70.0
Rio de Janeiro,Rio Open,Cilic M.,Berlocq C.,1.16,5.0,2018,70.0
Rio de Janeiro,Rio Open,Elias G.,Pella G.,3.4,1.3,2018,70.0
Rio de Janeiro,Rio Open,Fognini F.,Bellucci T.,1.4,2.75,2018,70.0
Rio de Janeiro,Rio Open,Andujar P.,Melzer G.,3.75,1.25,2018,70.0
Rio de Janeiro,Rio Open,Kicker N.,Estrella Burgos V.,1.3,3.4,2018,70.0
Rio de Janeiro,Rio Open,Schwartzman D.,Ruud C.,1.25,3.75,2018,70.0
Rio de Janeiro,Rio Open,Cuevas P.,Monteiro T.,1.44,2.62,2018,70.0
Rio de Janeiro,Rio Open,Delbonis F.,Vesely J.,1.61,2.2,2018,70.0
Rio de Janeiro,Rio Open,Bedene A.,Haider-Maurer A.,1.1,7.0,2018,70.0
Rio de Janeiro,Rio Open,Carreno Busta P.,Cecchinato M.,1.4,2.75,2018,70.0
Rio de Janeiro,Rio Open,Monfils G.,Zeballos H.,1.28,3.5,2018,70.0
Rio de Janeiro,Rio Open,Thiem D.,Lajovic D.,1.1,7.0,2018,70.0
Rio de Janeiro,Rio Open,Schwartzman D.,Delbonis F.,1.36,3.0,2018,70.0
Rio de Janeiro,Rio Open,Jarry N.,Ramos-Vinolas A.,3.0,1.36,2018,70.0
Rio de Janeiro,Rio Open,Bedene A.,Carreno Busta P.,1.83,1.83,2018,70.0
Rio de Janeiro,Rio Open,Cuevas P.,Elias G.,1.36,3.0,2018,70.0
Rio de Janeiro,Rio Open,Fognini F.,Sandgren T.,1.22,4.0,2018,70.0
Rio de Janeiro,Rio Open,Monfils G.,Cilic M.,3.0,1.36,2018,70.0
Rio de Janeiro,Rio Open,Verdasco F.,Kicker N.,1.33,3.25,2018,70.0
Rio de Janeiro,Rio Open,Thiem D.,Andujar P.,1.06,10.0,2018,70.0
Rio de Janeiro,Rio Open,Jarry N.,Cuevas P.,2.75,1.44,2018,70.0
Rio de Janeiro,Rio Open,Schwartzman D.,Monfils G.,1.8,2.0,2018,70.0
Rio de Janeiro,Rio Open,Verdasco F.,Thiem D.,4.0,1.25,2018,70.0
Rio de Janeiro,Rio Open,Fognini F.,Bedene A.,1.8,2.0,2018,70.0
Rio de Janeiro,Rio Open,Schwartzman D.,Jarry N.,1.28,3.75,2018,70.0
Rio de Janeiro,Rio Open,Verdasco F.,Fognini F.,1.72,2.1,2018,70.0
Rio de Janeiro,Rio Open,Schwartzman D.,Verdasco F.,1.72,2.1,2018,70.0
Acapulco,Abierto Mexicano,Donaldson J.,Basilashvili N.,1.4,2.75,2018,16.0
Acapulco,Abierto Mexicano,Harrison R.,Isner J.,2.25,1.57,2018,16.0
Acapulco,Abierto Mexicano,Ferrer D.,Rublev A.,2.5,1.5,2018,16.0
Acapulco,Abierto Mexicano,Anderson K.,Albot R.,1.14,5.5,2018,16.0
Acapulco,Abierto Mexicano,Ebden M.,Querrey S.,4.0,1.22,2018,16.0
Acapulco,Abierto Mexicano,Mannarino A.,Berankis R.,1.36,3.0,2018,16.0
Acapulco,Abierto Mexicano,Shapovalov D.,Nishikori K.,2.62,1.44,2018,16.0
Acapulco,Abierto Mexicano,Chung H.,Young D.,1.28,3.5,2018,16.0
Acapulco,Abierto Mexicano,Del Potro J.M.,Zverev M.,1.16,5.0,2018,16.0
Acapulco,Abierto Mexicano,Escobedo E.,Sock J.,2.5,1.5,2018,16.0
Acapulco,Abierto Mexicano,Kokkinakis T.,Bublik A.,1.66,2.1,2018,16.0
Acapulco,Abierto Mexicano,Schwartzman D.,Verdasco F.,1.61,2.2,2018,16.0
Acapulco,Abierto Mexicano,Lopez F.,Daniel T.,1.4,2.75,2018,16.0
Acapulco,Abierto Mexicano,Thiem D.,Norrie C.,1.2,4.33,2018,16.0
Acapulco,Abierto Mexicano,Zverev A.,Mcdonald M.,,,2018,16.0
Acapulco,Abierto Mexicano,Gojowczyk P.,Gomez L.,1.05,11.0,2018,16.0
Acapulco,Abierto Mexicano,Chung H.,Escobedo E.,1.22,4.0,2018,16.0
Acapulco,Abierto Mexicano,Donaldson J.,Ebden M.,1.5,2.5,2018,16.0
Acapulco,Abierto Mexicano,Harrison R.,Schwartzman D.,2.37,1.53,2018,16.0
Acapulco,Abierto Mexicano,Thiem D.,Shapovalov D.,1.72,2.0,2018,16.0
Acapulco,Abierto Mexicano,Zverev A.,Gojowczyk P.,1.28,3.5,2018,16.0
Acapulco,Abierto Mexicano,Lopez F.,Kokkinakis T.,1.83,1.83,2018,16.0
Acapulco,Abierto Mexicano,Anderson K.,Mannarino A.,1.36,3.0,2018,16.0
Acapulco,Abierto Mexicano,Del Potro J.M.,Ferrer D.,1.33,3.25,2018,16.0
Acapulco,Abierto Mexicano,Donaldson J.,Lopez F.,1.8,2.0,2018,16.0
Acapulco,Abierto Mexicano,Zverev A.,Harrison R.,1.28,3.75,2018,16.0
Acapulco,Abierto Mexicano,Anderson K.,Chung H.,1.72,2.1,2018,16.0
Acapulco,Abierto Mexicano,Del Potro J.M.,Thiem D.,1.8,2.0,2018,16.0
Acapulco,Abierto Mexicano,Anderson K.,Donaldson J.,1.3,3.5,2018,16.0
Acapulco,Abierto Mexicano,Del Potro J.M.,Zverev A.,1.9,1.9,2018,16.0
Acapulco,Abierto Mexicano,Del Potro J.M.,Anderson K.,1.5,2.62,2018,16.0
Dubai ,Dubai Tennis Championships,Kohlschreiber P.,Sakharov G.,1.2,4.5,2018,18.0
Dubai ,Dubai Tennis Championships,Tsitsipas S.,Kukushkin M.,1.53,2.37,2018,18.0
Dubai ,Dubai Tennis Championships,Bautista Agut R.,Mayer F.,1.14,5.5,2018,18.0
Dubai ,Dubai Tennis Championships,Haase R.,Halys Q.,1.4,2.75,2018,18.0
Dubai ,Dubai Tennis Championships,Baghdatis M.,Troicki V.,1.72,2.0,2018,18.0
Dubai ,Dubai Tennis Championships,Paire B.,Nishioka Y.,1.5,2.5,2018,18.0
Dubai ,Dubai Tennis Championships,Coric B.,Gasquet R.,2.25,1.57,2018,18.0
Dubai ,Dubai Tennis Championships,Struff J.L.,Haider-Maurer A.,1.1,7.0,2018,18.0
Dubai ,Dubai Tennis Championships,Herbert P.H.,Sousa J.,1.57,2.25,2018,18.0
Dubai ,Dubai Tennis Championships,Krajinovic F.,Fabbiano T.,1.28,3.5,2018,18.0
Dubai ,Dubai Tennis Championships,Pouille L.,Gulbis E.,1.4,2.75,2018,18.0
Dubai ,Dubai Tennis Championships,Sugita Y.,Ivashka I.,1.4,2.75,2018,18.0
Dubai ,Dubai Tennis Championships,Khachanov K.,Istomin D.,1.44,2.62,2018,18.0
Dubai ,Dubai Tennis Championships,Jaziri M.,Dimitrov G.,7.5,1.08,2018,18.0
Dubai ,Dubai Tennis Championships,Donskoy E.,Kavcic B.,1.3,3.4,2018,18.0
Dubai ,Dubai Tennis Championships,Dzumhur D.,Maden Y.,1.5,2.5,2018,18.0
Dubai ,Dubai Tennis Championships,Bautista Agut R.,Herbert P.H.,1.28,3.5,2018,18.0
Dubai ,Dubai Tennis Championships,Coric B.,Paire B.,1.53,2.37,2018,18.0
Dubai ,Dubai Tennis Championships,Sugita Y.,Struff J.L.,1.83,1.83,2018,18.0
Dubai ,Dubai Tennis Championships,Pouille L.,Khachanov K.,1.83,1.83,2018,18.0
Dubai ,Dubai Tennis Championships,Donskoy E.,Dzumhur D.,2.25,1.57,2018,18.0
Dubai ,Dubai Tennis Championships,Tsitsipas S.,Kohlschreiber P.,2.37,1.53,2018,18.0
Dubai ,Dubai Tennis Championships,Krajinovic F.,Baghdatis M.,1.66,2.1,2018,18.0
Dubai ,Dubai Tennis Championships,Jaziri M.,Haase R.,3.0,1.36,2018,18.0
Dubai ,Dubai Tennis Championships,Bautista Agut R.,Coric B.,1.53,2.5,2018,18.0
Dubai ,Dubai Tennis Championships,Jaziri M.,Tsitsipas S.,2.5,1.53,2018,18.0
Dubai ,Dubai Tennis Championships,Pouille L.,Sugita Y.,1.44,2.75,2018,18.0
Dubai ,Dubai Tennis Championships,Krajinovic F.,Donskoy E.,1.61,2.3,2018,18.0
Dubai ,Dubai Tennis Championships,Pouille L.,Krajinovic F.,1.57,2.37,2018,18.0
Dubai ,Dubai Tennis Championships,Bautista Agut R.,Jaziri M.,1.2,4.5,2018,18.0
Dubai ,Dubai Tennis Championships,Bautista Agut R.,Pouille L.,1.66,2.2,2018,18.0
Sao Paulo,Brasil Open,Garcia-Lopez G.,Melzer G.,1.61,2.2,2018,10.0
Sao Paulo,Brasil Open,Delbonis F.,Carballes Baena R.,1.61,2.2,2018,10.0
Sao Paulo,Brasil Open,Domingues J.,Olivo R.,1.83,1.83,2018,10.0
Sao Paulo,Brasil Open,Mayer L.,Elias G.,1.44,2.62,2018,10.0
Sao Paulo,Brasil Open,Berlocq C.,Seyboth Wild T.,1.1,7.0,2018,10.0
Sao Paulo,Brasil Open,Jarry N.,Lajovic D.,1.8,1.9,2018,10.0
Sao Paulo,Brasil Open,Kicker N.,Estrella Burgos V.,1.25,3.75,2018,10.0
Sao Paulo,Brasil Open,Ofner S.,Cecchinato M.,2.5,1.5,2018,10.0
Sao Paulo,Brasil Open,Dutra Silva R.,Sandgren T.,1.72,2.0,2018,10.0
Sao Paulo,Brasil Open,Pella G.,Moutet C.,1.28,3.5,2018,10.0
Sao Paulo,Brasil Open,Zeballos H.,Bellucci T.,2.0,1.72,2018,10.0
Sao Paulo,Brasil Open,Clezar G.,Monteiro T.,2.5,1.5,2018,10.0
Sao Paulo,Brasil Open,Mayer L.,Berlocq C.,1.4,2.75,2018,10.0
Sao Paulo,Brasil Open,Garcia-Lopez G.,Delbonis F.,2.37,1.53,2018,10.0
Sao Paulo,Brasil Open,Fognini F.,Domingues J.,1.16,5.0,2018,10.0
Sao Paulo,Brasil Open,Cuevas P.,Ofner S.,1.2,4.33,2018,10.0
Sao Paulo,Brasil Open,Jarry N.,Pella G.,2.5,1.5,2018,10.0
Sao Paulo,Brasil Open,Ramos-Vinolas A.,Clezar G.,1.28,3.5,2018,10.0
Sao Paulo,Brasil Open,Zeballos H.,Monfils G.,3.25,1.33,2018,10.0
Sao Paulo,Brasil Open,Dutra Silva R.,Kicker N.,1.83,1.83,2018,10.0
Sao Paulo,Brasil Open,Cuevas P.,Mayer L.,1.72,2.1,2018,10.0
Sao Paulo,Brasil Open,Fognini F.,Garcia-Lopez G.,1.44,2.75,2018,10.0
Sao Paulo,Brasil Open,Zeballos H.,Dutra Silva R.,1.8,2.0,2018,10.0
Sao Paulo,Brasil Open,Jarry N.,Ramos-Vinolas A.,2.37,1.57,2018,10.0
Sao Paulo,Brasil Open,Fognini F.,Cuevas P.,1.66,2.2,2018,10.0
Sao Paulo,Brasil Open,Jarry N.,Zeballos H.,1.9,1.9,2018,10.0
Sao Paulo,Brasil Open,Fognini F.,Jarry N.,1.36,3.25,2018,10.0
Indian Wells,BNP Paribas Open,Chardy J.,Benneteau J.,2.37,1.53,2018,19.0
Indian Wells,BNP Paribas Open,Fritz T.,Opelka R.,1.36,3.0,2018,19.0
Indian Wells,BNP Paribas Open,Zeballos H.,Sugita Y.,2.75,1.4,2018,19.0
Indian Wells,BNP Paribas Open,Marterer M.,Karlovic I.,1.83,1.83,2018,19.0
Indian Wells,BNP Paribas Open,Coric B.,Young D.,1.33,3.25,2018,19.0
Indian Wells,BNP Paribas Open,Tsitsipas S.,Albot R.,1.36,3.0,2018,19.0
Indian Wells,BNP Paribas Open,Lajovic D.,Lacko L.,1.66,2.1,2018,19.0
Indian Wells,BNP Paribas Open,Medvedev D.,Johnson S.,1.9,1.8,2018,19.0
Indian Wells,BNP Paribas Open,Verdasco F.,Pella G.,1.57,2.25,2018,19.0
Indian Wells,BNP Paribas Open,Polansky P.,Copil M.,2.2,1.61,2018,19.0
Indian Wells,BNP Paribas Open,Shapovalov D.,Berankis R.,1.36,3.0,2018,19.0
Indian Wells,BNP Paribas Open,Delbonis F.,Harrison R.,3.25,1.33,2018,19.0
Indian Wells,BNP Paribas Open,Krueger M.,Paire B.,2.37,1.53,2018,19.0
Indian Wells,BNP Paribas Open,Donaldson J.,King E.,1.22,4.0,2018,19.0
Indian Wells,BNP Paribas Open,Kicker N.,Vesely J.,2.25,1.57,2018,19.0
Indian Wells,BNP Paribas Open,Donskoy E.,Khachanov K.,3.5,1.28,2018,19.0
Indian Wells,BNP Paribas Open,Baghdatis M.,Nishioka Y.,1.22,4.0,2018,19.0
Indian Wells,BNP Paribas Open,Monfils G.,Ebden M.,1.18,4.5,2018,19.0
Indian Wells,BNP Paribas Open,Sousa J.,Youzhny M.,1.53,2.37,2018,19.0
Indian Wells,BNP Paribas Open,Escobedo E.,Tiafoe F.,2.62,1.44,2018,19.0
Indian Wells,BNP Paribas Open,Bhambri Y.,Mahut N.,1.83,1.83,2018,19.0
Indian Wells,BNP Paribas Open,Herbert P.H.,Simon G.,2.25,1.57,2018,19.0
Indian Wells,BNP Paribas Open,Fucsovics M.,Troicki V.,1.61,2.2,2018,19.0
Indian Wells,BNP Paribas Open,Daniel T.,Norrie C.,2.75,1.4,2018,19.0
Indian Wells,BNP Paribas Open,Sela D.,Gojowczyk P.,2.75,1.4,2018,19.0
Indian Wells,BNP Paribas Open,Sandgren T.,Basilashvili N.,1.53,2.37,2018,19.0
Indian Wells,BNP Paribas Open,De Minaur A.,Struff J.L.,1.9,1.8,2018,19.0
Indian Wells,BNP Paribas Open,Mayer L.,Estrella Burgos V.,1.14,5.5,2018,19.0
Indian Wells,BNP Paribas Open,Auger-Aliassime F.,Pospisil V.,2.75,1.4,2018,19.0
Indian Wells,BNP Paribas Open,Smyczek T.,Djere L.,1.36,3.0,2018,19.0
Indian Wells,BNP Paribas Open,Fabbiano T.,Klahn B.,1.83,1.83,2018,19.0
Indian Wells,BNP Paribas Open,Zverev M.,Kukushkin M.,2.0,1.72,2018,19.0
Indian Wells,BNP Paribas Open,Berdych T.,Marterer M.,1.33,3.25,2018,19.0
Indian Wells,BNP Paribas Open,Thiem D.,Tsitsipas S.,1.28,3.5,2018,19.0
Indian Wells,BNP Paribas Open,Cuevas P.,Shapovalov D.,2.62,1.44,2018,19.0
Indian Wells,BNP Paribas Open,Anderson K.,Donskoy E.,1.16,5.0,2018,19.0
Indian Wells,BNP Paribas Open,Chardy J.,Fognini F.,2.75,1.4,2018,19.0
Indian Wells,BNP Paribas Open,Fritz T.,Rublev A.,2.5,1.5,2018,19.0
Indian Wells,BNP Paribas Open,Medvedev D.,Berrettini M.,1.4,2.75,2018,19.0
Indian Wells,BNP Paribas Open,Kicker N.,Dzumhur D.,3.5,1.28,2018,19.0
Indian Wells,BNP Paribas Open,Bautista Agut R.,Donaldson J.,1.4,2.75,2018,19.0
Indian Wells,BNP Paribas Open,Mannarino A.,Polansky P.,1.25,3.75,2018,19.0
Indian Wells,BNP Paribas Open,Carreno Busta P.,Zeballos H.,1.36,3.0,2018,19.0
Indian Wells,BNP Paribas Open,Verdasco F.,Dimitrov G.,2.75,1.4,2018,19.0
Indian Wells,BNP Paribas Open,Krajinovic F.,Krueger M.,1.22,4.0,2018,19.0
Indian Wells,BNP Paribas Open,Coric B.,Ramos-Vinolas A.,1.4,2.75,2018,19.0
Indian Wells,BNP Paribas Open,Chung H.,Lajovic D.,1.2,4.33,2018,19.0
Indian Wells,BNP Paribas Open,Herbert P.H.,Muller G.,2.0,1.72,2018,19.0
Indian Wells,BNP Paribas Open,Monfils G.,Isner J.,1.57,2.25,2018,19.0
Indian Wells,BNP Paribas Open,Kohlschreiber P.,Smyczek T.,1.33,3.25,2018,19.0
Indian Wells,BNP Paribas Open,Sela D.,Edmund K.,3.5,1.28,2018,19.0
Indian Wells,BNP Paribas Open,Ferrer D.,Sandgren T.,1.5,2.5,2018,19.0
Indian Wells,BNP Paribas Open,Daniel T.,Djokovic N.,7.0,1.1,2018,19.0
Indian Wells,BNP Paribas Open,Lopez F.,Escobedo E.,1.83,1.83,2018,19.0
Indian Wells,BNP Paribas Open,Bhambri Y.,Pouille L.,3.25,1.33,2018,19.0
Indian Wells,BNP Paribas Open,Mayer L.,Bemelmans R.,,,2018,19.0
Indian Wells,BNP Paribas Open,Federer R.,Delbonis F.,1.02,17.0,2018,19.0
Indian Wells,BNP Paribas Open,Querrey S.,Zverev M.,1.2,4.33,2018,19.0
Indian Wells,BNP Paribas Open,Cilic M.,Fucsovics M.,1.22,4.0,2018,19.0
Indian Wells,BNP Paribas Open,Raonic M.,Auger-Aliassime F.,1.3,3.4,2018,19.0
Indian Wells,BNP Paribas Open,Baghdatis M.,Schwartzman D.,2.5,1.5,2018,19.0
Indian Wells,BNP Paribas Open,Sock J.,Fabbiano T.,1.25,3.75,2018,19.0
Indian Wells,BNP Paribas Open,Del Potro J.M.,De Minaur A.,1.14,5.5,2018,19.0
Indian Wells,BNP Paribas Open,Sousa J.,Zverev A.,5.0,1.16,2018,19.0
Indian Wells,BNP Paribas Open,Chardy J.,Mannarino A.,2.5,1.5,2018,19.0
Indian Wells,BNP Paribas Open,Federer R.,Krajinovic F.,1.07,8.0,2018,19.0
Indian Wells,BNP Paribas Open,Carreno Busta P.,Medvedev D.,1.72,2.0,2018,19.0
Indian Wells,BNP Paribas Open,Coric B.,Bautista Agut R.,2.37,1.53,2018,19.0
Indian Wells,BNP Paribas Open,Fritz T.,Verdasco F.,2.37,1.53,2018,19.0
Indian Wells,BNP Paribas Open,Anderson K.,Kicker N.,1.08,8.0,2018,19.0
Indian Wells,BNP Paribas Open,Cuevas P.,Thiem D.,4.0,1.22,2018,19.0
