Location,Tournament,Winner,Loser,B365W,B365L,year,tourney_id
Atlanta,BB&T Atlanta Open,Matosevic M.,Estrella Burgos V.,1.33,3.25,2014,40.0
Atlanta,BB&T Atlanta Open,Smyczek T.,Harrison R.,2.5,1.5,2014,40.0
Atlanta,BB&T Atlanta Open,Istomin D.,Ram R.,1.33,3.25,2014,40.0
Atlanta,BB&T Atlanta Open,De Bakker T.,Diez S.,1.44,2.62,2014,40.0
Atlanta,BB&T Atlanta Open,Ginepri R.,Stakhovsky S.,2.75,1.4,2014,40.0
Atlanta,BB&T Atlanta Open,Sock J.,Gonzalez A.,1.25,3.75,2014,40.0
Atlanta,BB&T Atlanta Open,Becker B.,Ebden M.,1.4,2.75,2014,40.0
Atlanta,BB&T Atlanta Open,Marchenko I.,Smith J.P.,1.83,1.83,2014,40.0
Atlanta,BB&T Atlanta Open,Lacko L.,Pasha N.,1.08,8.0,2014,40.0
Atlanta,BB&T Atlanta Open,Lu Y.H.,Kuznetsov Al.,1.4,2.75,2014,40.0
Atlanta,BB&T Atlanta Open,Sock J.,Venus M.,1.11,6.5,2014,40.0
Atlanta,BB&T Atlanta Open,Pospisil V.,Marchenko I.,1.5,2.5,2014,40.0
Atlanta,BB&T Atlanta Open,Lacko L.,Istomin D.,3.75,1.25,2014,40.0
Atlanta,BB&T Atlanta Open,Sela D.,Querrey S.,3.25,1.33,2014,40.0
Atlanta,BB&T Atlanta Open,De Bakker T.,Anderson K.,4.5,1.18,2014,40.0
Atlanta,BB&T Atlanta Open,Becker B.,Lu Y.H.,2.37,1.53,2014,40.0
Atlanta,BB&T Atlanta Open,Matosevic M.,Smyczek T.,1.33,3.25,2014,40.0
Atlanta,BB&T Atlanta Open,Isner J.,Ginepri R.,1.14,5.5,2014,40.0
Atlanta,BB&T Atlanta Open,Isner J.,Matosevic M.,1.4,2.75,2014,40.0
Atlanta,BB&T Atlanta Open,Becker B.,De Bakker T.,1.53,2.37,2014,40.0
Atlanta,BB&T Atlanta Open,Sock J.,Lacko L.,1.36,3.0,2014,40.0
Atlanta,BB&T Atlanta Open,Sela D.,Pospisil V.,2.1,1.66,2014,40.0
Atlanta,BB&T Atlanta Open,Isner J.,Sock J.,1.44,2.75,2014,40.0
Atlanta,BB&T Atlanta Open,Sela D.,Becker B.,2.1,1.72,2014,40.0
Atlanta,BB&T Atlanta Open,Isner J.,Sela D.,1.25,4.0,2014,40.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Delbonis F.,Brown D.,1.4,2.75,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Troicki V.,Thiem D.,3.75,1.25,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Golubev A.,Cervantes I.,1.53,2.37,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Monaco J.,Hanescu V.,1.53,2.37,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Bellucci T.,Melzer G.,1.5,2.5,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,De Schepper K.,Volandri F.,1.83,1.83,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Haase R.,Nedovyesov A.,1.4,2.75,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Rola B.,De Paula F.,1.16,5.0,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Struff J.L.,Haider-Maurer A.,1.8,1.9,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Andujar P.,Simon G.,2.5,1.5,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Marti Y.,Gimeno-Traver D.,3.5,1.28,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Laaksonen H.,Mina G.,1.9,1.8,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Monaco J.,Garcia-Lopez G.,1.83,1.83,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Bellucci T.,Delbonis F.,2.5,1.5,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Andujar P.,Rola B.,1.36,3.0,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Granollers M.,Marti Y.,1.22,4.0,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Youzhny M.,De Schepper K.,1.18,4.5,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Haase R.,Laaksonen H.,1.25,3.75,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Troicki V.,Golubev A.,1.53,2.37,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Verdasco F.,Struff J.L.,1.33,3.25,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Monaco J.,Bellucci T.,1.66,2.1,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Haase R.,Youzhny M.,3.0,1.36,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Andujar P.,Granollers M.,1.9,1.8,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Verdasco F.,Troicki V.,1.5,2.5,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Monaco J.,Haase R.,1.44,2.75,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Andujar P.,Verdasco F.,2.5,1.53,2014,42.0
Gstaad,Crédit Agricole Suisse Open Gstaad,Andujar P.,Monaco J.,2.2,1.66,2014,42.0
Umag,ATP Vegeta Croatia Open,Coric B.,Roger-Vasselin E.,3.4,1.3,2014,44.0
Umag,ATP Vegeta Croatia Open,Carreno-Busta P.,Lorenzi P.,1.25,3.75,2014,44.0
Umag,ATP Vegeta Croatia Open,Rosol L.,Schwartzman D.,1.4,2.75,2014,44.0
Umag,ATP Vegeta Croatia Open,Cuevas P.,Delic M.,1.2,4.33,2014,44.0
Umag,ATP Vegeta Croatia Open,Sijsling I.,Reister J.,2.37,1.53,2014,44.0
Umag,ATP Vegeta Croatia Open,Berlocq C.,Martin A.,1.3,3.4,2014,44.0
Umag,ATP Vegeta Croatia Open,Zeballos H.,Pavic A.,1.36,3.0,2014,44.0
Umag,ATP Vegeta Croatia Open,Gabashvili T.,Lajovic D.,2.62,1.44,2014,44.0
Umag,ATP Vegeta Croatia Open,Seppi A.,Cecchinato M.,1.5,2.5,2014,44.0
Umag,ATP Vegeta Croatia Open,Montanes A.,Zverev A.,1.66,2.1,2014,44.0
Umag,ATP Vegeta Croatia Open,Ramos A.,Paire B.,1.61,2.2,2014,44.0
Umag,ATP Vegeta Croatia Open,Riba P.,Vesely J.,4.0,1.22,2014,44.0
Umag,ATP Vegeta Croatia Open,Cilic M.,Sijsling I.,1.1,7.0,2014,44.0
Umag,ATP Vegeta Croatia Open,Rosol L.,Riba P.,1.36,3.0,2014,44.0
Umag,ATP Vegeta Croatia Open,Carreno-Busta P.,Berlocq C.,2.2,1.61,2014,44.0
Umag,ATP Vegeta Croatia Open,Robredo T.,Ramos A.,1.44,2.62,2014,44.0
Umag,ATP Vegeta Croatia Open,Cuevas P.,Seppi A.,1.83,1.83,2014,44.0
Umag,ATP Vegeta Croatia Open,Gabashvili T.,Sousa J.,2.1,1.66,2014,44.0
Umag,ATP Vegeta Croatia Open,Coric B.,Zeballos H.,2.5,1.5,2014,44.0
Umag,ATP Vegeta Croatia Open,Fognini F.,Montanes A.,1.33,3.25,2014,44.0
Umag,ATP Vegeta Croatia Open,Cuevas P.,Gabashvili T.,1.33,3.25,2014,44.0
Umag,ATP Vegeta Croatia Open,Cilic M.,Rosol L.,1.25,3.75,2014,44.0
Umag,ATP Vegeta Croatia Open,Robredo T.,Carreno-Busta P.,1.36,3.0,2014,44.0
Umag,ATP Vegeta Croatia Open,Fognini F.,Coric B.,1.18,4.5,2014,44.0
Umag,ATP Vegeta Croatia Open,Cuevas P.,Fognini F.,2.2,1.66,2014,44.0
Umag,ATP Vegeta Croatia Open,Robredo T.,Cilic M.,2.75,1.44,2014,44.0
Umag,ATP Vegeta Croatia Open,Cuevas P.,Robredo T.,2.1,1.72,2014,44.0
Kitzbuhel,Bet-At-Home Cup,Gonzalez M.,Carreno-Busta P.,2.1,1.66,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Haider-Maurer A.,Melzer G.,1.61,2.2,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Ramos A.,Galovic V.,1.1,7.0,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Riba P.,Brown D.,1.8,1.9,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Vesely J.,Struff J.L.,1.66,2.1,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Thiem D.,Souza J.,1.28,3.5,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Goffin D.,De Schepper K.,1.18,4.5,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Nieminen J.,Gabashvili T.,1.83,1.83,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Lorenzi P.,Haase R.,3.0,1.36,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Monaco J.,Golubev A.,1.33,3.25,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Andujar P.,Melzer J.,1.66,2.1,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Schwartzman D.,Zverev A.,1.72,2.0,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Gonzalez M.,Ramos A.,1.83,1.83,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Rosol L.,Haider-Maurer A.,1.36,3.0,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Goffin D.,Kohlschreiber P.,2.25,1.57,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Lorenzi P.,Andujar P.,3.4,1.3,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Monaco J.,Nieminen J.,1.4,2.75,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Seppi A.,Riba P.,1.36,3.0,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Thiem D.,Vesely J.,1.66,2.1,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Granollers M.,Schwartzman D.,1.57,2.25,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Gonzalez M.,Rosol L.,2.5,1.5,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Goffin D.,Lorenzi P.,1.36,3.0,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Monaco J.,Seppi A.,1.57,2.25,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Thiem D.,Granollers M.,1.53,2.37,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Goffin D.,Gonzalez M.,1.28,3.75,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Thiem D.,Monaco J.,1.66,2.2,2014,67.0
Kitzbuhel,Bet-At-Home Cup,Goffin D.,Thiem D.,2.1,1.72,2014,67.0
Washington,Citi Open,Paire B.,Dancevic F.,1.53,2.37,2014,45.0
Washington,Citi Open,Ginepri R.,Falla A.,2.0,1.72,2014,45.0
Washington,Citi Open,Jaziri M.,Stakhovsky S.,3.25,1.33,2014,45.0
Washington,Citi Open,Smyczek T.,Kuznetsov Al.,1.72,2.0,2014,45.0
Washington,Citi Open,Ram R.,Donaldson J.,1.53,2.37,2014,45.0
Washington,Citi Open,Young D.,Sugita Y.,1.61,2.2,2014,45.0
Washington,Citi Open,Matosevic M.,Marchenko I.,1.28,3.5,2014,45.0
Washington,Citi Open,Tomic B.,Gonzalez A.,1.16,5.0,2014,45.0
Washington,Citi Open,Lacko L.,Peliwo F.,1.16,5.0,2014,45.0
Washington,Citi Open,Donskoy E.,Tiafoe F.,1.2,4.33,2014,45.0
Washington,Citi Open,Johnson S.,Duckworth J.,1.4,2.75,2014,45.0
Washington,Citi Open,Sela D.,Groth S.,1.53,2.37,2014,45.0
Washington,Citi Open,Querrey S.,Russell M.,1.18,4.5,2014,45.0
Washington,Citi Open,Estrella Burgos V.,Kamke T.,2.75,1.4,2014,45.0
Washington,Citi Open,Sock J.,Berrer M.,1.16,5.0,2014,45.0
Washington,Citi Open,Becker B.,Kavcic B.,1.66,2.1,2014,45.0
Washington,Citi Open,Anderson K.,Donskoy E.,1.18,4.5,2014,45.0
Washington,Citi Open,Istomin D.,Tomic B.,2.75,1.4,2014,45.0
Washington,Citi Open,Karlovic I.,Paire B.,1.57,2.25,2014,45.0
Washington,Citi Open,Lacko L.,Lu Y.H.,2.37,1.53,2014,45.0
Washington,Citi Open,Hewitt L.,Matosevic M.,2.0,1.72,2014,45.0
Washington,Citi Open,Jaziri M.,Stepanek R.,5.0,1.16,2014,45.0
Washington,Citi Open,Smyczek T.,Chardy J.,2.5,1.5,2014,45.0
Washington,Citi Open,Estrella Burgos V.,Lopez F.,3.25,1.33,2014,45.0
Washington,Citi Open,Nishikori K.,Querrey S.,1.36,3.0,2014,45.0
Washington,Citi Open,Young D.,Benneteau J.,2.2,1.61,2014,45.0
Washington,Citi Open,Giraldo S.,Becker B.,1.83,1.83,2014,45.0
Washington,Citi Open,Johnson S.,Isner J.,3.5,1.28,2014,45.0
Washington,Citi Open,Raonic M.,Sock J.,1.25,3.75,2014,45.0
Washington,Citi Open,Pospisil V.,Ram R.,1.4,2.75,2014,45.0
Washington,Citi Open,Berdych T.,Ginepri R.,1.11,6.5,2014,45.0
Washington,Citi Open,Gasquet R.,Sela D.,1.33,3.25,2014,45.0
Washington,Citi Open,Johnson S.,Karlovic I.,2.1,1.66,2014,45.0
Washington,Citi Open,Anderson K.,Jaziri M.,1.14,5.5,2014,45.0
Washington,Citi Open,Young D.,Istomin D.,2.75,1.4,2014,45.0
Washington,Citi Open,Raonic M.,Hewitt L.,1.28,3.5,2014,45.0
Washington,Citi Open,Gasquet R.,Smyczek T.,1.22,4.0,2014,45.0
Washington,Citi Open,Pospisil V.,Berdych T.,5.5,1.14,2014,45.0
Washington,Citi Open,Giraldo S.,Estrella Burgos V.,1.36,3.0,2014,45.0
Washington,Citi Open,Nishikori K.,Lacko L.,1.12,6.0,2014,45.0
Washington,Citi Open,Young D.,Anderson K.,3.5,1.28,2014,45.0
Washington,Citi Open,Raonic M.,Johnson S.,1.22,4.0,2014,45.0
Washington,Citi Open,Gasquet R.,Nishikori K.,2.0,1.72,2014,45.0
Washington,Citi Open,Pospisil V.,Giraldo S.,1.61,2.2,2014,45.0
Washington,Citi Open,Raonic M.,Young D.,1.11,6.5,2014,45.0
Washington,Citi Open,Pospisil V.,Gasquet R.,3.25,1.36,2014,45.0
Washington,Citi Open,Raonic M.,Pospisil V.,1.22,4.33,2014,45.0
Toronto,Rogers Masters,Chardy J.,Delbonis F.,1.16,5.0,2014,46.0
Toronto,Rogers Masters,Cilic M.,Istomin D.,1.3,3.4,2014,46.0
Toronto,Rogers Masters,Paire B.,Falla A.,1.44,2.62,2014,46.0
Toronto,Rogers Masters,Anderson K.,Kokkinakis T.,1.22,4.0,2014,46.0
Toronto,Rogers Masters,Benneteau J.,Hewitt L.,2.75,1.4,2014,46.0
Toronto,Rogers Masters,Smyczek T.,Kamke T.,2.1,1.66,2014,46.0
Toronto,Rogers Masters,Russell M.,Mahut N.,2.37,1.53,2014,46.0
Toronto,Rogers Masters,Tsonga J.W.,Roger-Vasselin E.,1.25,3.75,2014,46.0
Toronto,Rogers Masters,Dodig I.,Isner J.,4.5,1.18,2014,46.0
Toronto,Rogers Masters,Lopez F.,Bautista R.,2.75,1.4,2014,46.0
Toronto,Rogers Masters,Polansky P.,Janowicz J.,3.0,1.36,2014,46.0
Toronto,Rogers Masters,Kyrgios N.,Giraldo S.,1.72,2.0,2014,46.0
Toronto,Rogers Masters,Seppi A.,Schnur B.,1.16,5.0,2014,46.0
Toronto,Rogers Masters,Lu Y.H.,Granollers M.,1.66,2.1,2014,46.0
Toronto,Rogers Masters,Gulbis E.,Sousa J.,1.18,4.5,2014,46.0
Toronto,Rogers Masters,Sock J.,Melzer J.,1.5,2.5,2014,46.0
Toronto,Rogers Masters,Young D.,Dancevic F.,1.5,2.5,2014,46.0
Toronto,Rogers Masters,Gasquet R.,Pospisil V.,1.5,2.5,2014,46.0
Toronto,Rogers Masters,Monfils G.,Stepanek R.,1.8,1.9,2014,46.0
Toronto,Rogers Masters,Jaziri M.,Garcia-Lopez G.,,,2014,46.0
Toronto,Rogers Masters,Karlovic I.,Tomic B.,2.37,1.53,2014,46.0
Toronto,Rogers Masters,Fognini F.,Youzhny M.,1.9,1.8,2014,46.0
Toronto,Rogers Masters,Robredo T.,Kohlschreiber P.,2.1,1.66,2014,46.0
Toronto,Rogers Masters,Simon G.,Thiem D.,1.66,2.1,2014,46.0
Toronto,Rogers Masters,Federer R.,Polansky P.,1.02,17.0,2014,46.0
Toronto,Rogers Masters,Wawrinka S.,Paire B.,1.22,4.0,2014,46.0
Toronto,Rogers Masters,Tsonga J.W.,Chardy J.,1.33,3.25,2014,46.0
Toronto,Rogers Masters,Murray A.,Kyrgios N.,1.25,3.75,2014,46.0
Toronto,Rogers Masters,Dodig I.,Seppi A.,1.8,1.9,2014,46.0
Toronto,Rogers Masters,Benneteau J.,Gulbis E.,3.5,1.28,2014,46.0
Toronto,Rogers Masters,Gasquet R.,Karlovic I.,1.4,2.75,2014,46.0
Toronto,Rogers Masters,Cilic M.,Jaziri M.,1.12,6.0,2014,46.0
Toronto,Rogers Masters,Djokovic N.,Monfils G.,1.07,9.0,2014,46.0
Toronto,Rogers Masters,Anderson K.,Fognini F.,1.61,2.2,2014,46.0
Toronto,Rogers Masters,Robredo T.,Simon G.,1.5,2.5,2014,46.0
Toronto,Rogers Masters,Ferrer D.,Russell M.,1.06,9.0,2014,46.0
Toronto,Rogers Masters,Dimitrov G.,Young D.,1.18,4.5,2014,46.0
Toronto,Rogers Masters,Lopez F.,Smyczek T.,1.4,2.75,2014,46.0
Toronto,Rogers Masters,Raonic M.,Sock J.,1.18,4.5,2014,46.0
Toronto,Rogers Masters,Berdych T.,Lu Y.H.,1.14,5.5,2014,46.0
Toronto,Rogers Masters,Anderson K.,Wawrinka S.,3.0,1.36,2014,46.0
Toronto,Rogers Masters,Dimitrov G.,Robredo T.,1.44,2.62,2014,46.0
Toronto,Rogers Masters,Tsonga J.W.,Djokovic N.,6.0,1.12,2014,46.0
Toronto,Rogers Masters,Murray A.,Gasquet R.,1.28,3.5,2014,46.0
Toronto,Rogers Masters,Ferrer D.,Dodig I.,1.28,3.5,2014,46.0
Toronto,Rogers Masters,Raonic M.,Benneteau J.,1.2,4.33,2014,46.0
Toronto,Rogers Masters,Lopez F.,Berdych T.,3.0,1.36,2014,46.0
Toronto,Rogers Masters,Federer R.,Cilic M.,1.25,4.0,2014,46.0
Toronto,Rogers Masters,Tsonga J.W.,Murray A.,3.0,1.4,2014,46.0
Toronto,Rogers Masters,Dimitrov G.,Anderson K.,1.44,2.75,2014,46.0
Toronto,Rogers Masters,Lopez F.,Raonic M.,3.75,1.28,2014,46.0
Toronto,Rogers Masters,Federer R.,Ferrer D.,1.16,5.0,2014,46.0
Toronto,Rogers Masters,Tsonga J.W.,Dimitrov G.,1.72,2.1,2014,46.0
Toronto,Rogers Masters,Federer R.,Lopez F.,1.16,5.0,2014,46.0
Toronto,Rogers Masters,Tsonga J.W.,Federer R.,2.75,1.44,2014,46.0
Cincinnati,Western & Southern Financial Group Masters,Hewitt L.,Melzer J.,1.36,3.0,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Querrey S.,Falla A.,1.28,3.5,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Kohlschreiber P.,Chardy J.,1.83,1.83,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Lu Y.H.,Istomin D.,2.5,1.5,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Robredo T.,Sock J.,1.57,2.25,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Becker B.,Karlovic I.,2.75,1.4,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Verdasco F.,Granollers M.,1.5,2.5,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Matosevic M.,Mahut N.,1.28,3.5,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Sousa J.,Buchanan C.,1.38,2.87,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Monfils G.,Delbonis F.,1.16,5.0,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Janowicz J.,Gabashvili T.,1.72,2.0,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Simon G.,Tomic B.,2.2,1.61,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Fognini F.,Roger-Vasselin E.,1.61,2.2,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Isner J.,Anderson K.,1.66,2.1,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Ward J.,Garcia-Lopez G.,2.5,1.5,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Cilic M.,Lopez F.,1.4,2.75,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Pospisil V.,Stepanek R.,1.83,1.83,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Ginepri R.,Thiem D.,2.75,1.4,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Seppi A.,Giraldo S.,1.8,1.9,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Youzhny M.,Tsonga J.W.,3.75,1.25,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Gulbis E.,Dodig I.,1.4,2.75,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Benneteau J.,Rola B.,1.25,3.75,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Bautista R.,Klizan M.,1.22,4.0,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Johnson S.,Paire B.,2.1,1.66,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Wawrinka S.,Becker B.,1.18,4.5,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Djokovic N.,Simon G.,1.05,11.0,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Janowicz J.,Dimitrov G.,4.0,1.22,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Lu Y.H.,Berdych T.,4.5,1.18,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Murray A.,Sousa J.,1.06,10.0,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Youzhny M.,Seppi A.,1.61,2.2,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Benneteau J.,Ward J.,1.36,3.0,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Isner J.,Matosevic M.,1.33,3.25,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Robredo T.,Querrey S.,1.57,2.25,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Fognini F.,Hewitt L.,1.66,2.1,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Ferrer D.,Kohlschreiber P.,1.4,2.75,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Federer R.,Pospisil V.,1.12,6.0,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Cilic M.,Verdasco F.,1.28,3.5,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Johnson S.,Gulbis E.,2.75,1.4,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Raonic M.,Ginepri R.,1.1,7.0,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Monfils G.,Bautista R.,1.53,2.37,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Benneteau J.,Janowicz J.,2.0,1.72,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Wawrinka S.,Cilic M.,1.61,2.2,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Murray A.,Isner J.,1.4,2.75,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Fognini F.,Lu Y.H.,1.57,2.25,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Robredo T.,Djokovic N.,7.0,1.1,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Raonic M.,Johnson S.,1.2,4.33,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Federer R.,Monfils G.,1.33,3.25,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Ferrer D.,Youzhny M.,1.5,2.5,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Benneteau J.,Wawrinka S.,3.75,1.28,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Raonic M.,Fognini F.,1.2,4.5,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Ferrer D.,Robredo T.,1.53,2.5,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Federer R.,Murray A.,1.8,2.0,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Ferrer D.,Benneteau J.,1.3,3.5,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Federer R.,Raonic M.,1.4,3.0,2014,47.0
Cincinnati,Western & Southern Financial Group Masters,Federer R.,Ferrer D.,1.2,4.5,2014,47.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Becker B.,Carreno-Busta P.,1.4,2.75,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Mahut N.,Kavcic B.,2.37,1.53,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Brown D.,Gonzalez A.,1.57,2.25,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Haase R.,Paire B.,2.75,1.4,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Klahn B.,Rubin N.,1.28,3.5,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Harrison R.,Struff J.L.,1.72,2.0,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Goffin D.,Melzer J.,1.5,2.5,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Delbonis F.,Klizan M.,2.5,1.5,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Sijsling I.,Golubev A.,2.0,1.72,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Janowicz J.,Berlocq C.,1.36,3.0,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Mathieu P.H.,Ginepri R.,1.66,2.1,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Mannarino A.,Dzumhur D.,1.4,2.75,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Nedovyesov A.,Giron M.,1.83,1.83,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Dancevic F.,Bellucci T.,1.83,1.83,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Querrey S.,Riba P.,1.11,7.0,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Rola B.,Odesnik W.,2.25,1.57,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Garcia-Lopez G.,Brown D.,1.9,1.8,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Nieminen J.,Becker B.,1.9,1.8,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Anderson K.,Mannarino A.,1.33,3.25,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Roger-Vasselin E.,Nedovyesov A.,1.28,3.5,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Janowicz J.,Sousa J.,1.4,2.75,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Seppi A.,Delbonis F.,1.4,2.75,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Mahut N.,Robredo T.,3.5,1.28,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Young D.,Dancevic F.,1.4,2.75,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Goffin D.,Mayer L.,1.44,2.62,2014,68.0
